Id;Description;Serial;Date;Parent_Id;Parent_description;Has_image;Downloadable;Main_url;Media_url
96232503;Sample description973;382-EAA;2018/June/12;95807864;Sample description899;false;true;http://main.url.com;http://media.url.com
61991760;Sample description393;909-IJH;2018/June/12;66491172;Sample description108;true;false;http://main.url.com;http://media.url.com
39854193;Sample description343;410-ICI;2018/June/12;14546389;Sample description908;true;true;http://main.url.com;http://media.url.com
94174396;Sample description439;83-GEH;2018/June/12;54528067;Sample description761;false;false;http://main.url.com;http://media.url.com
49163067;Sample description968;907-ADC;2018/June/12;35062108;Sample description893;false;false;http://main.url.com;http://media.url.com
74136770;Sample description92;25-DAJ;2018/June/12;62105875;Sample description762;false;true;http://main.url.com;http://media.url.com
70030304;Sample description784;588-CEJ;2018/June/12;55649413;Sample description661;true;true;http://main.url.com;http://media.url.com
3890415;Sample description124;451-BEG;2018/June/12;53220364;Sample description578;true;true;http://main.url.com;http://media.url.com
66488703;Sample description675;893-IHA;2018/June/12;77431276;Sample description661;false;false;http://main.url.com;http://media.url.com
54078435;Sample description403;808-FCJ;2018/June/12;64999308;Sample description723;true;true;http://main.url.com;http://media.url.com
43723368;Sample description152;738-AAJ;2018/June/12;85575186;Sample description850;false;false;http://main.url.com;http://media.url.com
27656755;Sample description650;718-GCH;2018/June/12;24525239;Sample description530;false;false;http://main.url.com;http://media.url.com
14629662;Sample description108;505-ICB;2018/June/12;4636623;Sample description731;false;false;http://main.url.com;http://media.url.com
58804546;Sample description629;901-BDH;2018/June/12;19380132;Sample description934;true;true;http://main.url.com;http://media.url.com
63004499;Sample description756;662-ABG;2018/June/12;2568636;Sample description411;false;true;http://main.url.com;http://media.url.com
88087911;Sample description463;426-DEA;2018/June/12;57889573;Sample description561;true;false;http://main.url.com;http://media.url.com
2317837;Sample description434;40-IGC;2018/June/12;95484806;Sample description98;true;true;http://main.url.com;http://media.url.com
89650198;Sample description96;391-HJB;2018/June/12;43816509;Sample description125;false;false;http://main.url.com;http://media.url.com
58141928;Sample description726;178-EDC;2018/June/12;40779158;Sample description140;true;false;http://main.url.com;http://media.url.com
72936031;Sample description145;809-GIB;2018/June/12;40289508;Sample description324;true;true;http://main.url.com;http://media.url.com
21884620;Sample description392;550-AHE;2018/June/12;73281100;Sample description415;true;false;http://main.url.com;http://media.url.com
93933623;Sample description837;862-DCH;2018/June/12;76519992;Sample description40;true;false;http://main.url.com;http://media.url.com
54729070;Sample description224;460-HCC;2018/June/12;97685266;Sample description49;false;true;http://main.url.com;http://media.url.com
83397876;Sample description432;789-JBD;2018/June/12;39031774;Sample description654;false;false;http://main.url.com;http://media.url.com
82642396;Sample description539;736-ECD;2018/June/12;1638374;Sample description471;true;false;http://main.url.com;http://media.url.com
57282022;Sample description478;322-GAI;2018/June/12;54052487;Sample description886;true;true;http://main.url.com;http://media.url.com
54091535;Sample description581;809-CFE;2018/June/12;84688407;Sample description499;false;false;http://main.url.com;http://media.url.com
57264737;Sample description762;902-GBI;2018/June/12;33952710;Sample description711;true;false;http://main.url.com;http://media.url.com
94902668;Sample description450;942-FII;2018/June/12;73552638;Sample description209;false;false;http://main.url.com;http://media.url.com
6869631;Sample description185;58-BBE;2018/June/12;94041221;Sample description588;true;true;http://main.url.com;http://media.url.com
10805976;Sample description404;27-FIB;2018/June/12;72939877;Sample description355;false;false;http://main.url.com;http://media.url.com
34304868;Sample description638;812-JEI;2018/June/12;23595296;Sample description152;false;true;http://main.url.com;http://media.url.com
53736607;Sample description345;236-GJD;2018/June/12;64136667;Sample description497;true;true;http://main.url.com;http://media.url.com
99693063;Sample description85;547-DIJ;2018/June/12;42159457;Sample description204;false;true;http://main.url.com;http://media.url.com
4074427;Sample description141;1-DIB;2018/June/12;76181460;Sample description172;true;false;http://main.url.com;http://media.url.com
27499747;Sample description456;19-ICF;2018/June/12;91877677;Sample description12;true;true;http://main.url.com;http://media.url.com
65317891;Sample description475;495-CEJ;2018/June/12;57539482;Sample description669;false;false;http://main.url.com;http://media.url.com
10481993;Sample description968;508-IDA;2018/June/12;28072870;Sample description868;false;false;http://main.url.com;http://media.url.com
10178123;Sample description245;106-BCF;2018/June/12;2904145;Sample description349;false;true;http://main.url.com;http://media.url.com
38678479;Sample description115;635-BHA;2018/June/12;13820723;Sample description559;false;false;http://main.url.com;http://media.url.com
42069674;Sample description199;223-GHC;2018/June/12;8417551;Sample description147;true;false;http://main.url.com;http://media.url.com
18733241;Sample description621;486-EGH;2018/June/12;90126503;Sample description987;false;true;http://main.url.com;http://media.url.com
26886897;Sample description140;407-EJD;2018/June/12;41718453;Sample description307;false;true;http://main.url.com;http://media.url.com
39479046;Sample description158;72-EAE;2018/June/12;69217292;Sample description172;true;false;http://main.url.com;http://media.url.com
71542760;Sample description749;495-IHG;2018/June/12;67139034;Sample description520;false;false;http://main.url.com;http://media.url.com
10214734;Sample description825;869-EJD;2018/June/12;16460104;Sample description884;false;false;http://main.url.com;http://media.url.com
26439152;Sample description804;970-IBA;2018/June/12;7720725;Sample description345;true;true;http://main.url.com;http://media.url.com
27190573;Sample description391;435-DGH;2018/June/12;91294312;Sample description318;true;false;http://main.url.com;http://media.url.com
9929326;Sample description975;567-BBC;2018/June/12;42433672;Sample description204;false;false;http://main.url.com;http://media.url.com
22759441;Sample description708;746-GBI;2018/June/12;286858;Sample description564;false;false;http://main.url.com;http://media.url.com
6434664;Sample description572;912-BJF;2018/June/12;53091364;Sample description854;false;false;http://main.url.com;http://media.url.com
53185050;Sample description684;778-DCG;2018/June/12;90297335;Sample description86;false;true;http://main.url.com;http://media.url.com
70069331;Sample description529;5-ECD;2018/June/12;40057205;Sample description152;false;false;http://main.url.com;http://media.url.com
54563082;Sample description543;432-IIE;2018/June/12;67696711;Sample description662;true;false;http://main.url.com;http://media.url.com
19608213;Sample description877;279-FDB;2018/June/12;52732372;Sample description772;false;false;http://main.url.com;http://media.url.com
83114694;Sample description809;160-HGE;2018/June/12;28110;Sample description627;false;false;http://main.url.com;http://media.url.com
13165240;Sample description762;949-DGI;2018/June/12;41896739;Sample description63;true;true;http://main.url.com;http://media.url.com
86856642;Sample description257;710-JEG;2018/June/12;82072815;Sample description503;true;false;http://main.url.com;http://media.url.com
40510529;Sample description260;208-FFD;2018/June/12;60383538;Sample description84;false;true;http://main.url.com;http://media.url.com
34715232;Sample description274;810-GHI;2018/June/12;21461103;Sample description256;true;false;http://main.url.com;http://media.url.com
16992625;Sample description371;484-HCF;2018/June/12;62764760;Sample description901;true;true;http://main.url.com;http://media.url.com
84351682;Sample description301;336-IIB;2018/June/12;48683354;Sample description334;true;true;http://main.url.com;http://media.url.com
87563060;Sample description912;394-AAG;2018/June/12;61819324;Sample description459;false;true;http://main.url.com;http://media.url.com
83302272;Sample description229;417-GGH;2018/June/12;90022000;Sample description858;true;false;http://main.url.com;http://media.url.com
4215597;Sample description264;46-BFC;2018/June/12;16829604;Sample description20;false;true;http://main.url.com;http://media.url.com
35395848;Sample description831;227-DFF;2018/June/12;24577255;Sample description484;false;true;http://main.url.com;http://media.url.com
53506328;Sample description453;271-GAI;2018/June/12;33059068;Sample description807;false;true;http://main.url.com;http://media.url.com
90449802;Sample description60;578-DFB;2018/June/12;29669224;Sample description905;true;true;http://main.url.com;http://media.url.com
20184346;Sample description783;60-BFI;2018/June/12;61491063;Sample description710;true;false;http://main.url.com;http://media.url.com
53090641;Sample description919;859-JCC;2018/June/12;21362980;Sample description272;true;false;http://main.url.com;http://media.url.com
17846139;Sample description636;725-CBH;2018/June/12;62296433;Sample description1;true;false;http://main.url.com;http://media.url.com
10953125;Sample description248;466-DAB;2018/June/12;14578637;Sample description56;true;false;http://main.url.com;http://media.url.com
59843918;Sample description632;355-CCC;2018/June/12;97752763;Sample description711;true;true;http://main.url.com;http://media.url.com
67839123;Sample description432;718-EID;2018/June/12;43588522;Sample description763;false;true;http://main.url.com;http://media.url.com
98381923;Sample description132;641-FBB;2018/June/12;56813675;Sample description267;true;false;http://main.url.com;http://media.url.com
90303284;Sample description506;306-DBF;2018/June/12;71114340;Sample description316;false;false;http://main.url.com;http://media.url.com
73910517;Sample description721;843-GHI;2018/June/12;28038826;Sample description196;true;true;http://main.url.com;http://media.url.com
31840638;Sample description933;268-JFB;2018/June/12;19252677;Sample description132;true;true;http://main.url.com;http://media.url.com
37110068;Sample description337;441-BJA;2018/June/12;30241461;Sample description845;true;true;http://main.url.com;http://media.url.com
40883237;Sample description900;590-ACA;2018/June/12;17819464;Sample description533;false;true;http://main.url.com;http://media.url.com
58895737;Sample description531;630-CFH;2018/June/12;35345674;Sample description735;true;true;http://main.url.com;http://media.url.com
31055587;Sample description553;411-JEJ;2018/June/12;52052266;Sample description39;true;false;http://main.url.com;http://media.url.com
24385437;Sample description905;304-EDC;2018/June/12;84002544;Sample description825;true;true;http://main.url.com;http://media.url.com
5824372;Sample description52;680-EHG;2018/June/12;38364691;Sample description667;true;true;http://main.url.com;http://media.url.com
39511345;Sample description45;287-FBD;2018/June/12;71984713;Sample description950;true;false;http://main.url.com;http://media.url.com
19207696;Sample description658;712-IDF;2018/June/12;60471748;Sample description428;false;true;http://main.url.com;http://media.url.com
90079871;Sample description269;288-HED;2018/June/12;66499956;Sample description207;true;false;http://main.url.com;http://media.url.com
10530560;Sample description292;622-JIB;2018/June/12;83664675;Sample description110;false;true;http://main.url.com;http://media.url.com
24921805;Sample description316;616-IHE;2018/June/12;39223057;Sample description553;false;false;http://main.url.com;http://media.url.com
81209315;Sample description35;780-IHA;2018/June/12;84912825;Sample description435;true;true;http://main.url.com;http://media.url.com
88470398;Sample description813;627-IIA;2018/June/12;40462562;Sample description306;false;false;http://main.url.com;http://media.url.com
54033951;Sample description159;909-BED;2018/June/12;56511167;Sample description151;false;false;http://main.url.com;http://media.url.com
94309014;Sample description59;273-BCE;2018/June/12;75298196;Sample description994;false;true;http://main.url.com;http://media.url.com
99346992;Sample description340;654-FJE;2018/June/12;62522078;Sample description939;false;true;http://main.url.com;http://media.url.com
98933699;Sample description902;7-JCH;2018/June/12;42763101;Sample description145;false;false;http://main.url.com;http://media.url.com
17439599;Sample description370;576-HEA;2018/June/12;33422647;Sample description59;false;true;http://main.url.com;http://media.url.com
25422367;Sample description654;137-CAG;2018/June/12;1697308;Sample description173;true;true;http://main.url.com;http://media.url.com
55207593;Sample description436;810-DCC;2018/June/12;97790317;Sample description885;false;false;http://main.url.com;http://media.url.com
6611929;Sample description704;562-DFJ;2018/June/12;52866233;Sample description661;true;false;http://main.url.com;http://media.url.com
51156975;Sample description48;406-HCH;2018/June/12;6536018;Sample description950;false;true;http://main.url.com;http://media.url.com
44485047;Sample description750;339-HAG;2018/June/12;52963248;Sample description296;true;false;http://main.url.com;http://media.url.com
13241258;Sample description139;995-IGB;2018/June/12;96394615;Sample description103;true;false;http://main.url.com;http://media.url.com
38952854;Sample description629;149-CHE;2018/June/12;83711845;Sample description596;true;false;http://main.url.com;http://media.url.com
83180312;Sample description939;594-JIJ;2018/June/12;59560685;Sample description506;false;false;http://main.url.com;http://media.url.com
49258889;Sample description410;928-ICB;2018/June/12;2460543;Sample description2;true;false;http://main.url.com;http://media.url.com
22642695;Sample description626;846-AJE;2018/June/12;82103184;Sample description514;true;true;http://main.url.com;http://media.url.com
77700409;Sample description650;784-AGE;2018/June/12;41095948;Sample description74;true;false;http://main.url.com;http://media.url.com
50987332;Sample description900;599-FDD;2018/June/12;74557759;Sample description81;true;true;http://main.url.com;http://media.url.com
34307799;Sample description46;542-EED;2018/June/12;58232356;Sample description310;false;false;http://main.url.com;http://media.url.com
38975741;Sample description42;50-FIB;2018/June/12;77125255;Sample description14;false;true;http://main.url.com;http://media.url.com
69289138;Sample description335;391-JBA;2018/June/12;91372112;Sample description972;true;false;http://main.url.com;http://media.url.com
17044324;Sample description881;201-JJC;2018/June/12;86589610;Sample description716;false;false;http://main.url.com;http://media.url.com
56439439;Sample description349;728-BGA;2018/June/12;73493220;Sample description673;false;true;http://main.url.com;http://media.url.com
80762074;Sample description363;135-EII;2018/June/12;21681551;Sample description769;true;true;http://main.url.com;http://media.url.com
81154385;Sample description234;795-CFC;2018/June/12;9422355;Sample description813;false;false;http://main.url.com;http://media.url.com
80904867;Sample description172;863-GHJ;2018/June/12;52974469;Sample description191;true;true;http://main.url.com;http://media.url.com
24450404;Sample description184;48-BCC;2018/June/12;25349853;Sample description20;false;true;http://main.url.com;http://media.url.com
96291027;Sample description797;325-BDE;2018/June/12;16941076;Sample description131;false;false;http://main.url.com;http://media.url.com
91080914;Sample description231;979-HAB;2018/June/12;75014749;Sample description634;false;false;http://main.url.com;http://media.url.com
63968866;Sample description302;370-AJC;2018/June/12;28348995;Sample description246;false;true;http://main.url.com;http://media.url.com
30176529;Sample description122;375-JDI;2018/June/12;44917964;Sample description409;true;false;http://main.url.com;http://media.url.com
87241231;Sample description496;737-AIA;2018/June/12;47780261;Sample description671;false;true;http://main.url.com;http://media.url.com
47735548;Sample description419;377-DEG;2018/June/12;52078974;Sample description73;true;false;http://main.url.com;http://media.url.com
18884806;Sample description473;105-DGD;2018/June/12;4218331;Sample description336;true;true;http://main.url.com;http://media.url.com
39305622;Sample description507;978-AIH;2018/June/12;72592001;Sample description548;false;true;http://main.url.com;http://media.url.com
84207351;Sample description193;606-JJA;2018/June/12;97031260;Sample description118;false;true;http://main.url.com;http://media.url.com
39296185;Sample description210;393-BIB;2018/June/12;21079901;Sample description844;false;true;http://main.url.com;http://media.url.com
20411186;Sample description704;242-ECI;2018/June/12;98950328;Sample description169;false;false;http://main.url.com;http://media.url.com
56917671;Sample description780;406-DAC;2018/June/12;36707192;Sample description868;false;true;http://main.url.com;http://media.url.com
77656413;Sample description250;193-FBE;2018/June/12;61708219;Sample description155;true;true;http://main.url.com;http://media.url.com
25849801;Sample description656;804-GAC;2018/June/12;86879701;Sample description137;true;true;http://main.url.com;http://media.url.com
54729692;Sample description978;145-HEJ;2018/June/12;94775662;Sample description163;true;true;http://main.url.com;http://media.url.com
80079155;Sample description940;642-CEC;2018/June/12;59392354;Sample description174;true;false;http://main.url.com;http://media.url.com
5753143;Sample description58;591-EEC;2018/June/12;87682311;Sample description198;false;true;http://main.url.com;http://media.url.com
38816938;Sample description417;457-HFJ;2018/June/12;10605974;Sample description481;true;true;http://main.url.com;http://media.url.com
52491838;Sample description125;635-GEB;2018/June/12;68975234;Sample description241;true;false;http://main.url.com;http://media.url.com
6168929;Sample description284;919-CHD;2018/June/12;45437035;Sample description796;false;false;http://main.url.com;http://media.url.com
96510291;Sample description211;492-CAJ;2018/June/12;45019229;Sample description795;false;true;http://main.url.com;http://media.url.com
65291740;Sample description704;601-CHH;2018/June/12;69321857;Sample description631;true;true;http://main.url.com;http://media.url.com
20745488;Sample description849;227-FHH;2018/June/12;4172447;Sample description540;false;true;http://main.url.com;http://media.url.com
90633058;Sample description257;756-BEE;2018/June/12;37512880;Sample description284;true;true;http://main.url.com;http://media.url.com
27059957;Sample description899;113-IJD;2018/June/12;49885453;Sample description594;true;false;http://main.url.com;http://media.url.com
34502482;Sample description435;238-HIA;2018/June/12;45310380;Sample description295;false;true;http://main.url.com;http://media.url.com
16218227;Sample description503;945-EHC;2018/June/12;82864587;Sample description529;false;true;http://main.url.com;http://media.url.com
58971795;Sample description708;845-BHI;2018/June/12;25699838;Sample description958;true;true;http://main.url.com;http://media.url.com
76251600;Sample description374;756-DCE;2018/June/12;58531024;Sample description357;true;true;http://main.url.com;http://media.url.com
57028848;Sample description954;255-BDA;2018/June/12;50152270;Sample description726;true;false;http://main.url.com;http://media.url.com
56488736;Sample description45;423-DAH;2018/June/12;12701211;Sample description243;true;true;http://main.url.com;http://media.url.com
5297983;Sample description83;377-JJE;2018/June/12;91006497;Sample description490;false;true;http://main.url.com;http://media.url.com
72740498;Sample description576;997-JDF;2018/June/12;51917422;Sample description915;false;false;http://main.url.com;http://media.url.com
2082325;Sample description782;309-GJB;2018/June/12;93292178;Sample description530;false;true;http://main.url.com;http://media.url.com
95603211;Sample description358;311-CDJ;2018/June/12;67946150;Sample description112;true;false;http://main.url.com;http://media.url.com
56604565;Sample description781;512-FJF;2018/June/12;16096916;Sample description982;true;false;http://main.url.com;http://media.url.com
72578544;Sample description917;682-ACI;2018/June/12;40632209;Sample description105;true;false;http://main.url.com;http://media.url.com
74710425;Sample description859;405-BGG;2018/June/12;59048033;Sample description210;false;false;http://main.url.com;http://media.url.com
23125774;Sample description220;416-GGJ;2018/June/12;40772178;Sample description346;false;false;http://main.url.com;http://media.url.com
30868107;Sample description664;726-BHE;2018/June/12;48948965;Sample description847;false;true;http://main.url.com;http://media.url.com
22338898;Sample description449;895-ECH;2018/June/12;15350402;Sample description950;true;true;http://main.url.com;http://media.url.com
33154532;Sample description698;973-DEI;2018/June/12;73111538;Sample description175;false;false;http://main.url.com;http://media.url.com
38619489;Sample description594;530-ADA;2018/June/12;46048648;Sample description62;true;true;http://main.url.com;http://media.url.com
61705517;Sample description721;627-GEB;2018/June/12;76994807;Sample description667;true;false;http://main.url.com;http://media.url.com
2680101;Sample description618;86-GEG;2018/June/12;27040370;Sample description816;false;true;http://main.url.com;http://media.url.com
65689934;Sample description619;617-GCD;2018/June/12;1005477;Sample description846;false;false;http://main.url.com;http://media.url.com
54058480;Sample description116;337-HDG;2018/June/12;20806607;Sample description524;false;true;http://main.url.com;http://media.url.com
78120670;Sample description369;495-CII;2018/June/12;40562444;Sample description42;true;true;http://main.url.com;http://media.url.com
86074901;Sample description728;826-IFB;2018/June/12;93592282;Sample description333;true;true;http://main.url.com;http://media.url.com
9625338;Sample description878;436-ACF;2018/June/12;42867480;Sample description255;true;false;http://main.url.com;http://media.url.com
87201977;Sample description831;700-IAH;2018/June/12;44545590;Sample description426;false;false;http://main.url.com;http://media.url.com
72884814;Sample description304;902-JAC;2018/June/12;44326086;Sample description614;false;true;http://main.url.com;http://media.url.com
21690659;Sample description734;224-EEE;2018/June/12;5181419;Sample description441;false;true;http://main.url.com;http://media.url.com
49912324;Sample description90;512-GIF;2018/June/12;43879354;Sample description453;false;true;http://main.url.com;http://media.url.com
47286206;Sample description808;327-GHJ;2018/June/12;58128653;Sample description188;true;false;http://main.url.com;http://media.url.com
22744743;Sample description784;323-ADA;2018/June/12;48984225;Sample description480;true;true;http://main.url.com;http://media.url.com
24215222;Sample description659;329-AGB;2018/June/12;41709911;Sample description871;false;true;http://main.url.com;http://media.url.com
27069924;Sample description572;318-JAE;2018/June/12;55675882;Sample description858;false;true;http://main.url.com;http://media.url.com
77391179;Sample description533;818-DGJ;2018/June/12;16301044;Sample description800;false;false;http://main.url.com;http://media.url.com
6136311;Sample description569;621-EJG;2018/June/12;15158778;Sample description234;true;false;http://main.url.com;http://media.url.com
85029223;Sample description460;802-FBF;2018/June/12;3828583;Sample description817;false;false;http://main.url.com;http://media.url.com
53951152;Sample description312;75-DGF;2018/June/12;14482416;Sample description273;false;true;http://main.url.com;http://media.url.com
28245561;Sample description162;262-IBI;2018/June/12;2012113;Sample description726;false;false;http://main.url.com;http://media.url.com
40151161;Sample description892;981-CIG;2018/June/12;68296267;Sample description678;true;true;http://main.url.com;http://media.url.com
29942433;Sample description694;796-HIB;2018/June/12;76059307;Sample description411;true;false;http://main.url.com;http://media.url.com
95756627;Sample description252;678-IJD;2018/June/12;49881275;Sample description71;true;true;http://main.url.com;http://media.url.com
65301354;Sample description469;519-GBA;2018/June/12;2919372;Sample description776;false;false;http://main.url.com;http://media.url.com
66123360;Sample description121;981-IAJ;2018/June/12;30614018;Sample description685;true;false;http://main.url.com;http://media.url.com
77528124;Sample description403;343-BFC;2018/June/12;61310880;Sample description70;true;true;http://main.url.com;http://media.url.com
95521904;Sample description17;893-FJC;2018/June/12;26760713;Sample description292;false;true;http://main.url.com;http://media.url.com
40989467;Sample description417;964-HDI;2018/June/12;82824781;Sample description42;false;true;http://main.url.com;http://media.url.com
57341795;Sample description548;363-JCI;2018/June/12;18383622;Sample description128;false;true;http://main.url.com;http://media.url.com
74624066;Sample description630;857-HJF;2018/June/12;96709562;Sample description156;true;true;http://main.url.com;http://media.url.com
13543197;Sample description768;907-CHH;2018/June/12;47816506;Sample description941;false;true;http://main.url.com;http://media.url.com
70298995;Sample description16;660-FEF;2018/June/12;18904433;Sample description429;true;true;http://main.url.com;http://media.url.com
48434005;Sample description209;617-EHH;2018/June/12;94280269;Sample description927;true;false;http://main.url.com;http://media.url.com
62860770;Sample description486;518-IGH;2018/June/12;5961942;Sample description454;false;true;http://main.url.com;http://media.url.com
13579315;Sample description239;272-JGC;2018/June/12;12068971;Sample description418;false;false;http://main.url.com;http://media.url.com
46330743;Sample description324;77-EDB;2018/June/12;12384534;Sample description201;true;false;http://main.url.com;http://media.url.com
57296615;Sample description689;440-HFH;2018/June/12;64727576;Sample description790;true;false;http://main.url.com;http://media.url.com
72687874;Sample description952;750-FBE;2018/June/12;45291154;Sample description296;false;false;http://main.url.com;http://media.url.com
12884649;Sample description390;848-FHC;2018/June/12;40607668;Sample description821;false;false;http://main.url.com;http://media.url.com
48974418;Sample description337;446-GEB;2018/June/12;90327701;Sample description278;false;true;http://main.url.com;http://media.url.com
79410612;Sample description899;572-GEG;2018/June/12;58435918;Sample description153;true;true;http://main.url.com;http://media.url.com
43061144;Sample description60;150-DFB;2018/June/12;66286814;Sample description342;true;false;http://main.url.com;http://media.url.com
8600320;Sample description499;66-BCH;2018/June/12;78096982;Sample description345;true;true;http://main.url.com;http://media.url.com
30991408;Sample description169;323-BJJ;2018/June/12;91138433;Sample description277;true;true;http://main.url.com;http://media.url.com
53540901;Sample description313;617-JBA;2018/June/12;97966284;Sample description557;true;false;http://main.url.com;http://media.url.com
26373893;Sample description575;516-AFI;2018/June/12;28661563;Sample description110;false;true;http://main.url.com;http://media.url.com
28782109;Sample description87;87-JHE;2018/June/12;9570985;Sample description40;false;true;http://main.url.com;http://media.url.com
23236584;Sample description996;456-DDA;2018/June/12;11200663;Sample description353;true;true;http://main.url.com;http://media.url.com
37220876;Sample description531;857-GIG;2018/June/12;73410530;Sample description839;true;false;http://main.url.com;http://media.url.com
1191903;Sample description851;738-IDA;2018/June/12;38232844;Sample description165;false;true;http://main.url.com;http://media.url.com
42912394;Sample description991;465-BCA;2018/June/12;81722447;Sample description278;true;true;http://main.url.com;http://media.url.com
13652431;Sample description666;615-FID;2018/June/12;13259448;Sample description270;false;true;http://main.url.com;http://media.url.com
25251212;Sample description756;117-EHE;2018/June/12;10767462;Sample description594;false;false;http://main.url.com;http://media.url.com
19366967;Sample description306;193-GAI;2018/June/12;52190100;Sample description408;true;true;http://main.url.com;http://media.url.com
83052419;Sample description246;204-CDG;2018/June/12;55526675;Sample description71;true;false;http://main.url.com;http://media.url.com
99702963;Sample description738;532-EJB;2018/June/12;3071312;Sample description919;false;true;http://main.url.com;http://media.url.com
72213971;Sample description701;776-HIJ;2018/June/12;35565184;Sample description9;false;false;http://main.url.com;http://media.url.com
87934822;Sample description83;441-GDB;2018/June/12;71171452;Sample description444;false;false;http://main.url.com;http://media.url.com
2424226;Sample description647;905-GDH;2018/June/12;80197281;Sample description8;false;true;http://main.url.com;http://media.url.com
29468520;Sample description310;75-BCJ;2018/June/12;89877241;Sample description936;true;false;http://main.url.com;http://media.url.com
29890911;Sample description539;189-IDF;2018/June/12;24268298;Sample description270;false;true;http://main.url.com;http://media.url.com
72680704;Sample description263;985-HEF;2018/June/12;68190132;Sample description287;false;true;http://main.url.com;http://media.url.com
62833163;Sample description360;204-BIH;2018/June/12;54061641;Sample description654;true;false;http://main.url.com;http://media.url.com
47496598;Sample description61;318-GFA;2018/June/12;3161118;Sample description932;false;true;http://main.url.com;http://media.url.com
31208558;Sample description902;275-EIJ;2018/June/12;83190935;Sample description685;true;true;http://main.url.com;http://media.url.com
62346979;Sample description995;506-JGJ;2018/June/12;72137128;Sample description242;true;false;http://main.url.com;http://media.url.com
58373813;Sample description407;911-CEA;2018/June/12;24686555;Sample description710;false;true;http://main.url.com;http://media.url.com
76274703;Sample description564;642-GGF;2018/June/12;39689353;Sample description467;true;false;http://main.url.com;http://media.url.com
31580281;Sample description794;890-JCD;2018/June/12;47893802;Sample description375;true;false;http://main.url.com;http://media.url.com
94447319;Sample description789;832-IFC;2018/June/12;68126659;Sample description749;false;true;http://main.url.com;http://media.url.com
18435169;Sample description143;561-ABF;2018/June/12;93968078;Sample description510;false;true;http://main.url.com;http://media.url.com
55337222;Sample description589;898-JJF;2018/June/12;47927062;Sample description838;false;true;http://main.url.com;http://media.url.com
69204580;Sample description970;350-IDB;2018/June/12;48138782;Sample description594;true;false;http://main.url.com;http://media.url.com
58791761;Sample description442;782-JHH;2018/June/12;28767579;Sample description228;true;false;http://main.url.com;http://media.url.com
24673643;Sample description331;842-JJA;2018/June/12;15902127;Sample description56;true;false;http://main.url.com;http://media.url.com
89046449;Sample description443;72-CHC;2018/June/12;29511553;Sample description19;false;true;http://main.url.com;http://media.url.com
